assignment_id,agreement,image,most_common_class,most_common_verdict,verdicts,classes,final_verdict,comment
00022bd050--63769adc19b2bc661e1efcb9,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0b20c2d3-cb8d-4b13-9ee5-ab20bfc907ee.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769adebdfa5861cdf054e6,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a197814e-cdb1-45f4-bf67-41e5ea8c6eef.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 4, 'other': 2})",ACCEPT,good job
00022bd050--63769ae019b2bc661e1efd07,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.047a69a2-c387-47ce-84f9-f33771be3203.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769ae1ea9fec14e37bcdd4,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b4555d8b-49ca-48ee-90e1-d9cae3f2d548.jpg,plate,yes,Counter({'yes': 6}),"Counter({'plate': 5, 'other': 1})",ACCEPT,good job
00022bd050--63769aeab1ad940367f1da8d,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8149b2c3-a99d-42df-a6cc-d4948adcce85.jpg,plate,yes,Counter({'yes': 6}),"Counter({'plate': 5, 'other': 1})",ACCEPT,good job
00022bd050--63769aece3847d75ff7c6c32,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6994883a-84e4-4c81-b814-2c1c18175aac.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769af1ea9fec14e37bce9f,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.83c7f528-67c1-41ca-b90a-724c00e9f4bb.jpg,other,other,"Counter({'other': 4, 'yes': 1, 'internet': 1})",Counter({'other': 6}),REJECT,doesn't satisfy the requrements
00022bd050--63769af28ccdeb4a26d4c59c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.97663875-6dc3-4742-992c-edcdd62aa946.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769af2ea9fec14e37bceba,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.73112710-9c95-4be7-a056-a9c83c836673.jpg,glass,yes,Counter({'yes': 6}),Counter({'glass': 6}),ACCEPT,good job
00022bd050--63769af67798532317bb4e17,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7c07a8aa-ebce-4d2c-bfac-fc216352d045.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769af7ea9fec14e37bcefb,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.11eb29cd-3a73-42e7-b41c-e9c1b361ee94.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--63769afcbdfa5861cdf0559b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d8aa9a98-b0e7-4c68-8847-19e4ac6902e9.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769b075a4d4b776b1216f5,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.59b48489-30f7-458c-8a18-04f6c7d28533.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--63769b0aebd2c7014fd6af23,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c879ce30-67f1-41a8-9eaa-8d68229cffa2.jpg,plate,yes,Counter({'yes': 6}),"Counter({'plate': 5, 'cup': 1})",ACCEPT,good job
00022bd050--63769b0fd3a4cf6101906dc9,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9e1e3db6-be95-4e32-b717-c47dbfe3bf53.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769b12f63f4544851cff24,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8a1b5fd1-9c2e-468b-8144-7a726486bff7.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769b189376542ef77d32ed,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3c4a1565-3694-41de-a7ea-47b2d85cdf7d.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 4, 'glass': 2})",ACCEPT,good job
00022bd050--63769b196b2d840c16ea2d7b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.257e6f8e-5d3a-4039-87dd-3188f26948ad.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--63769b1aee7d356a0869f4c2,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.608dee53-7ec2-4dd1-8fc1-93441b2375e2.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'spoon': 1})",ACCEPT,good job
00022bd050--63769b2414cd5667368bd430,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.115aefe4-c4fd-4905-9e4b-ab2c269860de.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769b318408eb4b99991e75,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.dfb89f41-39a9-481b-a947-e0cee1580491.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769b368cae8c05c8196e2b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.133a39c0-0c11-4ead-83bf-3167c564bd87.jpg,other,other,Counter({'other': 6}),Counter({'other': 6}),REJECT,doesn't satisfy the requrements
00022bd050--63769b368feaf022830f9afa,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.825db765-323f-409b-beba-4b19176179ce.jpg,spoon,yes,Counter({'yes': 6}),"Counter({'spoon': 5, 'cup': 1})",ACCEPT,good job
00022bd050--63769b39bdfa5861cdf05759,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3f06df26-fdcf-44cc-b5eb-078d5cc10166.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769b3e3501693ae6553f96,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.303097c0-8b34-481e-936d-47f25ab8e791.jpg,plate,yes,Counter({'yes': 6}),"Counter({'plate': 5, 'other': 1})",ACCEPT,good job
00022bd050--63769b4dc9e3e243ce88443c,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3fefa230-19f6-43cd-b71a-2febb38368b8.jpg,spoon,yes,Counter({'yes': 6}),"Counter({'spoon': 5, 'cup': 1})",ACCEPT,good job
00022bd050--63769b52441f157a2a443113,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0934920c-ee11-4565-9e62-c3a323cec6a0.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769b53b2c0c25adcd330ab,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3968ee67-675b-46a3-a4a9-16db51518716.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769b5a14cd5667368bd7f7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f4d7436b-fd3f-4bcd-ae4b-762d6f2c87bb.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769b5d838d535336901318,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e9a5c647-17bb-4362-b83e-06ea57a97374.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769b5e9376542ef77d342d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e776d1d7-8565-47e7-9225-2eee0614a213.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769b5f19b2bc661e1f00c6,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.82845f6b-18f5-42d8-bef7-33ba447b5e2b.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769b6279b5e5168cf49473,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5e8cb331-e068-415d-97b4-331ac3bc0fad.jpg,other,other,"Counter({'other': 4, 'yes': 2})",Counter({'other': 6}),REJECT,doesn't satisfy the requrements
00022bd050--63769b629376542ef77d3442,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e5f4158d-0530-407a-be17-2990b89e4009.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769b697c35c13555f3ae05,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f824170c-e160-48b1-8008-4f5132654537.jpg,other,internet,"Counter({'internet': 2, 'other': 2, 'yes': 2})",Counter({'other': 6}),REJECT,doesn't satisfy the requrements
00022bd050--63769b6cb1ad940367f1dea8,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6e5d1b13-a32f-404e-99a5-66c04e8488f1.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769b70148cbf49f559aaed,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f4f67526-8dfb-4221-a3e7-7d29048909c8.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--63769b732e3a4b54f60b7660,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.607317dd-ba39-4ca2-be61-ed21f79fa2d2.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769b73b2c0c25adcd3314d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.79b104df-ffca-4be5-9a78-74f0d2bc6ed3.jpg,glass,yes,Counter({'yes': 6}),Counter({'glass': 6}),ACCEPT,good job
00022bd050--63769b79bb79c0321f7187c7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.967915e5-6d70-4078-a12c-dc2689f0f844.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769b831455e654a91a8e5b,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a81d5d54-b84a-426a-bfa8-c24fd828fe5b.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--63769b843903154c8bb18975,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.bb40d22b-fc62-4936-ab07-08793d52b40f.jpg,plate,yes,Counter({'yes': 6}),"Counter({'plate': 4, 'cup': 2})",ACCEPT,good job
00022bd050--63769b87ee7d356a0869f7e7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d9b90524-0589-4571-a770-0606c1bfa201.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769b8b47f33832e643eaca,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.34d62573-eced-46f4-825e-ee97eb685fa3.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769b8e838d5353369014bf,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7632b02f-06d1-4a01-b189-537dd257d19a.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769b94b04cf443263d9057,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.29fa8581-aff5-42a7-9cfb-6d1a50eff3d7.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769b97d3c878690bc9dc8a,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ea43a615-58ea-4a7b-a541-35fe1771b6e2.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--63769b9be3847d75ff7c70a9,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6b10683e-7aef-418b-bdb5-550889490b39.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--63769b9f5a4d4b776b121c2c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.09468841-132b-4ab8-b85a-7ae4893889e9.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769ba26b2d840c16ea31c3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ac2617cb-55ff-4115-8687-5ac9e8bede30.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769ba919c2d72a00a6ba3a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.fce1df23-a142-4eab-be58-104726c931c2.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769baf6b2d840c16ea31e3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8e3c530c-5a1f-44e3-9c3d-c0a1c1bb3fef.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769bb0d3a4cf6101907482,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f212f875-f8c8-448d-8429-31f52db560d2.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769bb456a5a54ced73ecab,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d0687855-da5d-4014-973d-70764d27190e.jpg,glass,yes,Counter({'yes': 6}),"Counter({'glass': 5, 'cup': 1})",ACCEPT,good job
00022bd050--63769bb48ccdeb4a26d4ca68,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.903bb58b-97fd-4248-985d-4780aeb79f6a.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769bb747f33832e643ebe4,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5e41d388-4c24-4d51-bcf2-be6e5dc513a3.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769bb88ab0c64deb65ae94,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.acceafc3-6ae3-49fb-adef-73c17a6aaca9.jpg,other,other,"Counter({'other': 4, 'yes': 2})",Counter({'other': 6}),REJECT,doesn't satisfy the requrements
00022bd050--63769bbe8cae8c05c8197315,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9aa941da-dc6d-40a0-add1-1847e99afb83.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769bc3aabecc6bd16fa9c5,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e34a8057-428d-4b68-bf09-bfb149b8ad94.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769bc58408eb4b999922b8,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.84117bd7-d727-4c3e-b799-36fcf16de17c.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769bccea9fec14e37bd8d0,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c946a107-65d7-4eff-addb-9a66343b2513.jpg,knife,yes,"Counter({'yes': 5, 'internet': 1})",Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769bcddb0e8f36d8e2a6a7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.014452ed-54c4-4e0c-8b6e-1a83493b9c51.jpg,plate,yes,Counter({'yes': 6}),Counter({'plate': 6}),ACCEPT,good job
00022bd050--63769bd5bb79c0321f718a7c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7efdd2b2-f4be-41bd-8ceb-6df357f552a6.jpg,fork,yes,Counter({'yes': 6}),Counter({'fork': 6}),ACCEPT,good job
00022bd050--63769bd7ebd2c7014fd6b89d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.09876e6a-2adf-4085-a179-dddf9e6df74b.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769bd99376542ef77d386d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.cc40a9a7-b1b3-44d6-81f6-f6f21ad0b7df.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769be419c2d72a00a6bc7a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0567834b-7163-4cb7-be4a-0a74171433ed.jpg,spoon,yes,"Counter({'yes': 5, 'internet': 1})",Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769be65a4d4b776b121e8f,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2303442f-d543-4179-9304-01c92937b70e.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769be6d23d9327ecf22204,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d825b3ed-dc74-4625-80b4-ac310399ffbf.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769be9ee7d356a0869facc,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.626bdeaa-2a53-4fc2-963a-f2344ec01427.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769bec66569428530ceb26,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.149585a6-4a01-4fd9-ada8-f0477cc8d8d6.jpg,cup,yes,Counter({'yes': 6}),Counter({'cup': 6}),ACCEPT,good job
00022bd050--63769bf28ccdeb4a26d4cbd6,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5aaa337a-61f2-49d6-afea-f9299966faaa.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769bfab1ad940367f1e448,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a2075562-a08a-4af6-8fb3-88b8854b3553.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769bfc659b10691085319f,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6b90ba38-5a12-4a21-befd-69d36ab56c63.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769c018ccdeb4a26d4cbff,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6210b668-528c-47f3-af35-827f0c698c94.jpg,glass,yes,Counter({'yes': 6}),"Counter({'glass': 5, 'cup': 1})",ACCEPT,good job
00022bd050--63769c0456a5a54ced73ef2e,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6f382f86-2e73-4991-99fb-f8bbe8d34ad0.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769c06838d5353369017cc,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.367f3f3e-4de2-4c1a-91e9-82576ee79813.jpg,plate,yes,Counter({'yes': 6}),"Counter({'plate': 5, 'other': 1})",ACCEPT,good job
00022bd050--63769c08b1ad940367f1e4c6,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2376a1ce-a165-4fd8-9fd7-2c88b1670cac.jpg,knife,yes,"Counter({'yes': 3, 'internet': 3})",Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769c09aabecc6bd16fab6d,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.10a5d6a9-821e-4665-a082-ba3eb84285b6.jpg,other,internet,"Counter({'internet': 4, 'yes': 1, 'other': 1})","Counter({'other': 5, 'glass': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63769c0a8ccdeb4a26d4cc41,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f23c73aa-701e-4482-8b8e-7d9109c63119.jpg,cup,yes,"Counter({'yes': 5, 'internet': 1})","Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--63769c101455e654a91a92db,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4c96e350-79a0-4afc-8f56-57b45a6aaeaa.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769c137545ab02b681dc49,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a7a48b22-48a7-468b-a0d1-16ffdee5a997.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769c1b7798532317bb54a2,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.65df9483-8575-4634-a2a1-3bc3daef7b74.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 5, 'glass': 1})",ACCEPT,good job
00022bd050--63769c1c838d535336901890,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ae21163e-7f43-485e-8785-8a563569df75.jpg,knife,yes,Counter({'yes': 6}),Counter({'knife': 6}),ACCEPT,good job
00022bd050--63769c1dc9e3e243ce884a49,0.5,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2871d093-ba91-4f4d-8b65-c087ea0daaf9.jpg,other,yes,"Counter({'yes': 5, 'internet': 1})","Counter({'other': 3, 'glass': 2, 'plate': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63769c1e7c35c13555f3b31d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d8bce94a-5425-4c43-b9db-17c6306f6243.jpg,spoon,yes,"Counter({'yes': 5, 'internet': 1})",Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769c1ef63f4544851d070b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2eb3f706-8708-4779-a6f6-6da76f5a29dc.jpg,spoon,yes,"Counter({'yes': 5, 'internet': 1})",Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769c23441f157a2a443817,0.5,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.dc2c16e2-5de8-4dce-bea3-2569d5e297bc.jpg,cup,yes,Counter({'yes': 6}),"Counter({'cup': 3, 'glass': 2, 'plate': 1})",ACCEPT,good job
00022bd050--63769c2ab04cf443263d956b,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5c3e40c4-5c80-44b2-8bad-c6e3428635d4.jpg,knife,yes,"Counter({'yes': 5, 'internet': 1})","Counter({'knife': 5, 'spoon': 1})",ACCEPT,good job
00022bd050--63769c2c801461320b5c8126,0.8333333333333334,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6e82bb08-9f05-4d6f-af52-f9c41958176c.jpg,fork,yes,"Counter({'yes': 5, 'internet': 1})","Counter({'fork': 5, 'spoon': 1})",ACCEPT,good job
00022bd050--63769c2cd3a4cf610190784d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f6adc58a-a457-4eda-b15c-7b014efe7036.jpg,other,other,"Counter({'other': 3, 'internet': 2, 'yes': 1})",Counter({'other': 6}),REJECT,doesn't satisfy the requrements
00022bd050--63769c2dd3c878690bc9e14e,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.342415cd-1a89-436a-b973-dbdb63b117a8.jpg,spoon,yes,"Counter({'yes': 5, 'internet': 1})",Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769c2ec9e3e243ce884ab9,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.15104fec-2e09-4091-a112-bbf88a01ce8c.jpg,spoon,yes,"Counter({'yes': 5, 'internet': 1})",Counter({'spoon': 6}),ACCEPT,good job
00022bd050--63769c328cae8c05c81975ca,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a97b3e1f-4e8c-449c-9d2a-5df3cee3fa78.jpg,spoon,yes,Counter({'yes': 6}),Counter({'spoon': 6}),ACCEPT,good job
